transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0389,BILL-1075,27-01-2025,S3,Uptown,C082,Regular,P302,Personal Care,Body Wash,1,3.65,Cash,0,Online
TXN-2025-0390,BILL-1075,12-01-2025,S3,Uptown,C024,Regular,P302,Personal Care,Body Wash,1,4.15,UPI,0.5,Online
TXN-2025-0391,BILL-1075,31-01-2025,S3,Uptown,C007,New,P101,Beverages,Orange Juice 1L,5,2.4,UPI,0,Online
TXN-2025-0392,BILL-1075,08-01-2025,S1,Downtown,C141,Loyal,P303,Personal Care,Face Cream,1,9,Cash,0.5,Online
TXN-2025-0393,BILL-1075,10-01-2025,S1,Downtown,C093,Regular,P102,Beverages,Soda 500ml,4,3.46,Credit Card,0.5,In-store
TXN-2025-0394,BILL-1075,01-01-2025,S1,Downtown,C056,Loyal,P102,Beverages,Soda 500ml,4,3.32,Credit Card,0.5,Online
TXN-2025-0395,BILL-1076,28-01-2025,S3,Uptown,C057,New,P101,Beverages,Orange Juice 1L,1,3.9,UPI,0,Online
TXN-2025-0396,BILL-1076,13-01-2025,S2,Suburban,C149,Regular,P501,Snacks,Chocolate Bar,3,1.48,UPI,0,In-store
TXN-2025-0397,BILL-1077,25-01-2025,S2,Suburban,C103,Regular,P102,Beverages,Soda 500ml,1,7.53,Cash,0.5,Online
TXN-2025-0398,BILL-1077,04-01-2025,S3,Uptown,C112,New,P210,Snacks,Nachos,4,6.83,Credit Card,0,Online
TXN-2025-0399,BILL-1078,09-01-2025,S1,Downtown,C082,New,P205,Snacks,Potato Chips,2,3.74,UPI,0.5,Online
TXN-2025-0400,BILL-1078,03-01-2025,S2,Suburban,C146,New,P501,Snacks,Chocolate Bar,4,9.16,UPI,0,In-store
TXN-2025-0401,BILL-1078,01-01-2025,S3,Uptown,C147,Regular,P501,Snacks,Chocolate Bar,5,6.61,Credit Card,0,Online
TXN-2025-0402,BILL-1078,10-01-2025,S2,Suburban,C087,New,P501,Snacks,Chocolate Bar,3,8.67,Cash,0,Online
TXN-2025-0403,BILL-1078,01-01-2025,S2,Suburban,C134,New,P301,Personal Care,Shampoo 250ml,1,1.14,UPI,0.5,In-store
TXN-2025-0404,BILL-1079,15-01-2025,S3,Uptown,C051,Regular,P501,Snacks,Chocolate Bar,3,2.59,Credit Card,0,Online
TXN-2025-0405,BILL-1079,18-01-2025,S2,Suburban,C074,Regular,P302,Personal Care,Body Wash,3,3.39,Cash,0,In-store
TXN-2025-0406,BILL-1080,03-01-2025,S2,Suburban,C146,Loyal,P501,Snacks,Chocolate Bar,3,9.35,UPI,0.5,Online
TXN-2025-0407,BILL-1080,20-01-2025,S3,Uptown,C007,Regular,P401,Beverages,Green Tea,4,1.68,UPI,0.5,Online
TXN-2025-0408,BILL-1080,14-01-2025,S3,Uptown,C117,Loyal,P302,Personal Care,Body Wash,1,9.19,Credit Card,1,In-store
TXN-2025-0409,BILL-1080,21-01-2025,S3,Uptown,C079,New,P205,Snacks,Potato Chips,1,5.27,Credit Card,0,In-store
TXN-2025-0410,BILL-1080,24-01-2025,S3,Uptown,C018,New,P302,Personal Care,Body Wash,1,3.78,UPI,0.5,In-store
TXN-2025-0411,BILL-1080,24-01-2025,S2,Suburban,C080,Regular,P210,Snacks,Nachos,3,6.88,Credit Card,0,In-store
TXN-2025-0412,BILL-1080,10-01-2025,S2,Suburban,C137,New,P102,Beverages,Soda 500ml,2,6.37,Credit Card,0,Online
TXN-2025-0413,BILL-1080,25-01-2025,S3,Uptown,C115,Regular,P102,Beverages,Soda 500ml,1,3.5,Cash,1,Online
TXN-2025-0414,BILL-1081,26-01-2025,S1,Downtown,C099,Regular,P303,Personal Care,Face Cream,5,4.17,Cash,1,Online
TXN-2025-0415,BILL-1081,15-01-2025,S1,Downtown,C149,Loyal,P501,Snacks,Chocolate Bar,5,1.65,Cash,1,In-store
TXN-2025-0416,BILL-1081,21-01-2025,S1,Downtown,C113,Regular,P501,Snacks,Chocolate Bar,4,8.57,UPI,0.5,Online
TXN-2025-0417,BILL-1081,13-01-2025,S1,Downtown,C094,New,P303,Personal Care,Face Cream,1,3.68,UPI,0,In-store
TXN-2025-0418,BILL-1081,27-01-2025,S3,Uptown,C047,Loyal,P102,Beverages,Soda 500ml,1,9.51,Credit Card,1,In-store
TXN-2025-0419,BILL-1082,05-01-2025,S2,Suburban,C123,New,P101,Beverages,Orange Juice 1L,5,6.96,Cash,0,Online
TXN-2025-0420,BILL-1082,14-01-2025,S3,Uptown,C103,New,P102,Beverages,Soda 500ml,5,9.24,Cash,0,Online
TXN-2025-0421,BILL-1082,09-01-2025,S2,Suburban,C016,Regular,P303,Personal Care,Face Cream,4,3.92,UPI,0,In-store
TXN-2025-0422,BILL-1083,12-01-2025,S2,Suburban,C040,Regular,P401,Beverages,Green Tea,1,7.5,Cash,0,In-store
TXN-2025-0423,BILL-1083,15-01-2025,S2,Suburban,C108,Loyal,P210,Snacks,Nachos,1,7.64,UPI,1,Online
TXN-2025-0424,BILL-1084,08-01-2025,S2,Suburban,C075,Regular,P210,Snacks,Nachos,1,3.99,UPI,1,In-store
TXN-2025-0425,BILL-1084,06-01-2025,S1,Downtown,C104,New,P302,Personal Care,Body Wash,4,5.1,Cash,0.5,In-store
TXN-2025-0426,BILL-1084,04-01-2025,S1,Downtown,C089,Loyal,P401,Beverages,Green Tea,5,5.28,UPI,0,Online
TXN-2025-0427,BILL-1084,09-01-2025,S1,Downtown,C020,Regular,P210,Snacks,Nachos,5,4.81,Credit Card,1,Online
TXN-2025-0428,BILL-1084,29-01-2025,S3,Uptown,C064,Loyal,P102,Beverages,Soda 500ml,4,6.75,UPI,1,Online
TXN-2025-0429,BILL-1084,26-01-2025,S1,Downtown,C087,New,P302,Personal Care,Body Wash,4,9.7,Cash,0.5,Online
TXN-2025-0430,BILL-1084,20-01-2025,S3,Uptown,C005,Loyal,P501,Snacks,Chocolate Bar,1,6.23,Cash,0.5,In-store
TXN-2025-0431,BILL-1085,19-01-2025,S1,Downtown,C048,Regular,P205,Snacks,Potato Chips,2,7.08,Cash,0,In-store
TXN-2025-0432,BILL-1085,24-01-2025,S2,Suburban,C030,Loyal,P302,Personal Care,Body Wash,5,8.48,Cash,0.5,In-store
TXN-2025-0433,BILL-1086,24-01-2025,S1,Downtown,C032,Regular,P210,Snacks,Nachos,5,3.04,Cash,1,Online
TXN-2025-0434,BILL-1087,27-01-2025,S2,Suburban,C078,Regular,P102,Beverages,Soda 500ml,5,2.34,UPI,1,In-store
TXN-2025-0435,BILL-1087,15-01-2025,S3,Uptown,C070,Regular,P501,Snacks,Chocolate Bar,2,8.34,UPI,0.5,Online
TXN-2025-0436,BILL-1087,22-01-2025,S3,Uptown,C025,Loyal,P205,Snacks,Potato Chips,1,7.7,Credit Card,1,In-store
TXN-2025-0437,BILL-1088,08-01-2025,S2,Suburban,C146,New,P210,Snacks,Nachos,2,1.62,Cash,0,In-store
TXN-2025-0438,BILL-1089,14-01-2025,S3,Uptown,C058,Regular,P303,Personal Care,Face Cream,4,4.55,UPI,1,In-store
TXN-2025-0439,BILL-1089,23-01-2025,S2,Suburban,C057,Loyal,P302,Personal Care,Body Wash,5,7.18,UPI,0,In-store
TXN-2025-0440,BILL-1089,24-01-2025,S2,Suburban,C086,Loyal,P303,Personal Care,Face Cream,1,9.15,UPI,0.5,In-store
TXN-2025-0441,BILL-1089,08-01-2025,S1,Downtown,C062,Regular,P302,Personal Care,Body Wash,5,8.59,Cash,1,In-store
TXN-2025-0442,BILL-1089,23-01-2025,S3,Uptown,C090,New,P302,Personal Care,Body Wash,4,1.27,Cash,0.5,Online
TXN-2025-0443,BILL-1090,28-01-2025,S3,Uptown,C030,Loyal,P501,Snacks,Chocolate Bar,4,8.45,Cash,0.5,Online
TXN-2025-0444,BILL-1090,17-01-2025,S2,Suburban,C148,Regular,P210,Snacks,Nachos,5,9.79,Cash,0,Online
TXN-2025-0445,BILL-1091,15-01-2025,S3,Uptown,C121,Regular,P101,Beverages,Orange Juice 1L,5,6.46,Cash,1,In-store
TXN-2025-0446,BILL-1092,23-01-2025,S3,Uptown,C123,Loyal,P303,Personal Care,Face Cream,5,3.17,Credit Card,0.5,In-store
TXN-2025-0447,BILL-1092,11-01-2025,S2,Suburban,C090,Loyal,P303,Personal Care,Face Cream,1,4.69,Cash,0,Online
TXN-2025-0448,BILL-1093,13-01-2025,S2,Suburban,C022,Regular,P210,Snacks,Nachos,4,3.84,Cash,0.5,Online
TXN-2025-0449,BILL-1094,20-01-2025,S3,Uptown,C118,New,P101,Beverages,Orange Juice 1L,1,9.99,Credit Card,0,In-store
TXN-2025-0450,BILL-1094,28-01-2025,S2,Suburban,C102,Loyal,P101,Beverages,Orange Juice 1L,4,1.75,Credit Card,1,Online
TXN-2025-0451,BILL-1094,24-01-2025,S3,Uptown,C127,Regular,P102,Beverages,Soda 500ml,2,6.68,Cash,1,In-store
TXN-2025-0452,BILL-1094,02-01-2025,S2,Suburban,C084,Regular,P303,Personal Care,Face Cream,3,9.55,Credit Card,0,Online
TXN-2025-0453,BILL-1095,12-01-2025,S3,Uptown,C048,Loyal,P501,Snacks,Chocolate Bar,5,2.55,UPI,1,Online
TXN-2025-0454,BILL-1096,29-01-2025,S1,Downtown,C091,Regular,P501,Snacks,Chocolate Bar,3,7.76,Cash,0.5,Online
TXN-2025-0455,BILL-1096,24-01-2025,S1,Downtown,C113,Loyal,P210,Snacks,Nachos,3,8.56,UPI,0.5,In-store
TXN-2025-0456,BILL-1096,27-01-2025,S3,Uptown,C039,New,P205,Snacks,Potato Chips,1,6.2,Credit Card,1,In-store
TXN-2025-0457,BILL-1096,30-01-2025,S1,Downtown,C123,Loyal,P302,Personal Care,Body Wash,4,2.42,Credit Card,1,Online
TXN-2025-0458,BILL-1096,01-01-2025,S3,Uptown,C013,New,P102,Beverages,Soda 500ml,4,8.73,UPI,0,Online
TXN-2025-0459,BILL-1096,24-01-2025,S2,Suburban,C007,New,P101,Beverages,Orange Juice 1L,1,3.79,Credit Card,0,Online
TXN-2025-0460,BILL-1096,18-01-2025,S1,Downtown,C015,Loyal,P501,Snacks,Chocolate Bar,3,7.8,Cash,1,Online
TXN-2025-0461,BILL-1096,14-01-2025,S2,Suburban,C042,Regular,P210,Snacks,Nachos,2,5.35,Cash,0,Online
TXN-2025-0462,BILL-1097,25-01-2025,S3,Uptown,C122,Loyal,P205,Snacks,Potato Chips,5,1.2,UPI,0,Online
TXN-2025-0463,BILL-1097,20-01-2025,S2,Suburban,C018,New,P102,Beverages,Soda 500ml,3,8.01,UPI,0.5,In-store
TXN-2025-0464,BILL-1097,15-01-2025,S1,Downtown,C147,Loyal,P302,Personal Care,Body Wash,4,5.9,Credit Card,0.5,Online
TXN-2025-0465,BILL-1097,25-01-2025,S2,Suburban,C113,Loyal,P401,Beverages,Green Tea,1,3.22,Cash,0.5,In-store
TXN-2025-0466,BILL-1097,24-01-2025,S1,Downtown,C113,Regular,P101,Beverages,Orange Juice 1L,5,5.96,Cash,0.5,Online
TXN-2025-0467,BILL-1097,10-01-2025,S1,Downtown,C109,Loyal,P303,Personal Care,Face Cream,2,1.79,UPI,0.5,Online
TXN-2025-0468,BILL-1098,06-01-2025,S1,Downtown,C025,New,P302,Personal Care,Body Wash,4,2.71,UPI,0.5,In-store
TXN-2025-0469,BILL-1098,06-01-2025,S3,Uptown,C007,Loyal,P401,Beverages,Green Tea,4,1,UPI,0.5,Online
TXN-2025-0470,BILL-1098,03-01-2025,S2,Suburban,C045,New,P501,Snacks,Chocolate Bar,5,1.91,UPI,0.5,In-store
TXN-2025-0471,BILL-1099,20-01-2025,S3,Uptown,C059,Regular,P101,Beverages,Orange Juice 1L,2,1.31,Cash,0.5,In-store
TXN-2025-0472,BILL-1099,05-01-2025,S2,Suburban,C095,Loyal,P301,Personal Care,Shampoo 250ml,2,7.41,Cash,0,In-store
TXN-2025-0473,BILL-1099,11-01-2025,S1,Downtown,C061,Regular,P210,Snacks,Nachos,2,2.37,Credit Card,1,Online
TXN-2025-0474,BILL-1099,02-01-2025,S1,Downtown,C045,Regular,P302,Personal Care,Body Wash,3,6.44,UPI,1,Online
TXN-2025-0475,BILL-1100,11-01-2025,S1,Downtown,C123,Regular,P210,Snacks,Nachos,2,8.43,Cash,0.5,Online
TXN-2025-0476,BILL-1100,10-01-2025,S1,Downtown,C017,Regular,P205,Snacks,Potato Chips,4,7.62,Credit Card,1,In-store
TXN-2025-0477,BILL-1100,30-01-2025,S1,Downtown,C136,Regular,P205,Snacks,Potato Chips,5,8.78,Cash,0.5,Online
TXN-2025-0478,BILL-1100,31-01-2025,S1,Downtown,C003,Loyal,P205,Snacks,Potato Chips,3,6.89,Cash,1,Online
TXN-2025-0479,BILL-1100,23-01-2025,S2,Suburban,C112,Loyal,P301,Personal Care,Shampoo 250ml,3,5.79,UPI,0.5,In-store
TXN-2025-0480,BILL-1100,05-01-2025,S2,Suburban,C003,New,P501,Snacks,Chocolate Bar,2,7.16,UPI,0,Online
TXN-2025-0481,BILL-1100,29-01-2025,S2,Suburban,C080,New,P301,Personal Care,Shampoo 250ml,2,4.72,Cash,0,In-store
TXN-2025-0482,BILL-1100,25-01-2025,S1,Downtown,C072,Loyal,P102,Beverages,Soda 500ml,2,6.13,Credit Card,1,Online
TXN-2025-0483,BILL-1100,16-01-2025,S2,Suburban,C037,New,P401,Beverages,Green Tea,2,7.57,Cash,0.5,Online
TXN-2025-0484,BILL-1100,05-01-2025,S2,Suburban,C061,Regular,P301,Personal Care,Shampoo 250ml,5,1.63,UPI,0,Online
TXN-2025-0485,BILL-1100,21-01-2025,S1,Downtown,C066,Loyal,P301,Personal Care,Shampoo 250ml,1,8,UPI,0.5,In-store
TXN-2025-0486,BILL-1100,30-01-2025,S2,Suburban,C118,New,P102,Beverages,Soda 500ml,5,8.01,Credit Card,1,Online
TXN-2025-0487,BILL-1101,14-01-2025,S2,Suburban,C105,Loyal,P401,Beverages,Green Tea,2,8.53,Cash,0,In-store
TXN-2025-0488,BILL-1101,13-01-2025,S2,Suburban,C067,New,P210,Snacks,Nachos,1,7.74,Credit Card,1,Online
TXN-2025-0489,BILL-1101,03-01-2025,S3,Uptown,C115,Regular,P205,Snacks,Potato Chips,1,9.91,Credit Card,0.5,Online
TXN-2025-0490,BILL-1101,22-01-2025,S1,Downtown,C100,Regular,P102,Beverages,Soda 500ml,3,6.31,Cash,0.5,Online
TXN-2025-0491,BILL-1101,06-01-2025,S1,Downtown,C067,New,P401,Beverages,Green Tea,4,6.03,Cash,1,In-store
TXN-2025-0492,BILL-1101,30-01-2025,S3,Uptown,C029,Loyal,P501,Snacks,Chocolate Bar,2,8.72,Credit Card,0,Online
TXN-2025-0493,BILL-1102,01-01-2025,S1,Downtown,C148,New,P210,Snacks,Nachos,1,6.56,Cash,0,Online
TXN-2025-0494,BILL-1102,14-01-2025,S1,Downtown,C132,Loyal,P101,Beverages,Orange Juice 1L,5,9.74,Credit Card,0.5,Online
TXN-2025-0495,BILL-1102,12-01-2025,S3,Uptown,C041,New,P101,Beverages,Orange Juice 1L,4,8.26,Credit Card,1,In-store
TXN-2025-0496,BILL-1102,10-01-2025,S2,Suburban,C004,New,P205,Snacks,Potato Chips,2,6.32,Cash,1,In-store
TXN-2025-0497,BILL-1102,14-01-2025,S2,Suburban,C125,New,P101,Beverages,Orange Juice 1L,4,4.02,Credit Card,0,Online
TXN-2025-0498,BILL-1102,30-01-2025,S1,Downtown,C111,New,P301,Personal Care,Shampoo 250ml,1,6.42,UPI,1,In-store
TXN-2025-0499,BILL-1102,04-01-2025,S3,Uptown,C064,New,P205,Snacks,Potato Chips,2,2.2,Cash,1,In-store
TXN-2025-0500,BILL-1102,04-01-2025,S2,Suburban,C044,New,P101,Beverages,Orange Juice 1L,1,4.41,Credit Card,1,Online
TXN-2025-0501,BILL-1102,22-01-2025,S1,Downtown,C124,Loyal,P301,Personal Care,Shampoo 250ml,2,4.25,Credit Card,1,In-store
TXN-2025-0502,BILL-1103,20-01-2025,S2,Suburban,C021,New,P205,Snacks,Potato Chips,3,6.52,Cash,1,In-store
TXN-2025-0503,BILL-1103,06-01-2025,S2,Suburban,C045,Loyal,P101,Beverages,Orange Juice 1L,5,1.78,Cash,0.5,In-store
TXN-2025-0504,BILL-1103,11-01-2025,S1,Downtown,C146,Regular,P302,Personal Care,Body Wash,4,9.82,UPI,0.5,In-store
TXN-2025-0505,BILL-1104,01-01-2025,S1,Downtown,C086,Loyal,P210,Snacks,Nachos,4,6.06,Credit Card,0,Online
TXN-2025-0506,BILL-1104,25-01-2025,S2,Suburban,C140,Loyal,P102,Beverages,Soda 500ml,4,4.89,UPI,1,In-store
TXN-2025-0507,BILL-1104,14-01-2025,S3,Uptown,C026,Loyal,P302,Personal Care,Body Wash,1,8.54,Credit Card,1,In-store
TXN-2025-0508,BILL-1104,12-01-2025,S3,Uptown,C062,Regular,P302,Personal Care,Body Wash,5,2.53,Cash,0,In-store
TXN-2025-0509,BILL-1104,27-01-2025,S2,Suburban,C067,Regular,P401,Beverages,Green Tea,5,6.02,UPI,1,Online
TXN-2025-0510,BILL-1104,23-01-2025,S2,Suburban,C047,Loyal,P303,Personal Care,Face Cream,4,6.53,Cash,1,Online
TXN-2025-0511,BILL-1104,14-01-2025,S1,Downtown,C110,New,P303,Personal Care,Face Cream,1,6.02,Cash,0.5,In-store
TXN-2025-0512,BILL-1105,20-01-2025,S1,Downtown,C035,Loyal,P205,Snacks,Potato Chips,4,2.37,UPI,0.5,Online
TXN-2025-0513,BILL-1105,30-01-2025,S1,Downtown,C024,Loyal,P303,Personal Care,Face Cream,5,1.44,UPI,1,Online
TXN-2025-0514,BILL-1105,13-01-2025,S3,Uptown,C012,Loyal,P205,Snacks,Potato Chips,1,8.43,UPI,0,In-store
TXN-2025-0515,BILL-1106,28-01-2025,S2,Suburban,C036,Regular,P302,Personal Care,Body Wash,2,2.43,UPI,1,Online
TXN-2025-0516,BILL-1106,24-01-2025,S3,Uptown,C034,Loyal,P302,Personal Care,Body Wash,2,4.38,Credit Card,1,Online
TXN-2025-0517,BILL-1106,10-01-2025,S1,Downtown,C108,Regular,P101,Beverages,Orange Juice 1L,4,1.97,Credit Card,0,In-store
TXN-2025-0518,BILL-1106,15-01-2025,S1,Downtown,C134,Loyal,P210,Snacks,Nachos,1,8.88,UPI,0.5,Online
TXN-2025-0519,BILL-1106,15-01-2025,S1,Downtown,C024,Loyal,P210,Snacks,Nachos,4,9.11,Credit Card,0.5,Online
TXN-2025-0520,BILL-1106,22-01-2025,S1,Downtown,C032,Regular,P401,Beverages,Green Tea,5,8.98,Cash,0.5,Online
TXN-2025-0521,BILL-1107,22-01-2025,S1,Downtown,C025,Loyal,P102,Beverages,Soda 500ml,4,2.23,Credit Card,0.5,In-store
TXN-2025-0522,BILL-1107,02-01-2025,S3,Uptown,C107,Loyal,P303,Personal Care,Face Cream,4,8.94,UPI,0.5,In-store
TXN-2025-0523,BILL-1107,21-01-2025,S2,Suburban,C045,Regular,P205,Snacks,Potato Chips,5,6.11,UPI,1,In-store
TXN-2025-0524,BILL-1107,25-01-2025,S1,Downtown,C061,Loyal,P501,Snacks,Chocolate Bar,5,4.65,Cash,0.5,Online
TXN-2025-0525,BILL-1107,12-01-2025,S1,Downtown,C065,New,P205,Snacks,Potato Chips,4,5.6,Cash,1,Online
TXN-2025-0526,BILL-1108,22-01-2025,S2,Suburban,C034,Regular,P303,Personal Care,Face Cream,1,5.78,Cash,0.5,In-store
TXN-2025-0527,BILL-1109,26-01-2025,S2,Suburban,C106,Regular,P102,Beverages,Soda 500ml,2,2.33,Credit Card,0,In-store
TXN-2025-0528,BILL-1110,05-01-2025,S3,Uptown,C105,New,P301,Personal Care,Shampoo 250ml,1,9.36,UPI,1,Online
TXN-2025-0529,BILL-1110,06-01-2025,S3,Uptown,C025,New,P401,Beverages,Green Tea,1,6.19,UPI,1,In-store
TXN-2025-0530,BILL-1110,10-01-2025,S1,Downtown,C057,Loyal,P210,Snacks,Nachos,4,1.17,Cash,0,In-store
TXN-2025-0531,BILL-1110,28-01-2025,S2,Suburban,C114,Loyal,P101,Beverages,Orange Juice 1L,1,5.37,Cash,0.5,In-store
TXN-2025-0532,BILL-1110,22-01-2025,S2,Suburban,C069,Regular,P205,Snacks,Potato Chips,4,9.46,Cash,0,Online
TXN-2025-0533,BILL-1110,31-01-2025,S3,Uptown,C071,New,P501,Snacks,Chocolate Bar,3,4.78,UPI,0,Online
TXN-2025-0534,BILL-1110,10-01-2025,S3,Uptown,C057,Regular,P102,Beverages,Soda 500ml,1,8.14,Cash,1,In-store
TXN-2025-0535,BILL-1110,24-01-2025,S1,Downtown,C097,New,P301,Personal Care,Shampoo 250ml,1,3.72,Cash,0.5,Online
TXN-2025-0536,BILL-1110,28-01-2025,S3,Uptown,C078,Loyal,P101,Beverages,Orange Juice 1L,2,2.01,Credit Card,1,Online
TXN-2025-0537,BILL-1111,05-01-2025,S3,Uptown,C125,New,P302,Personal Care,Body Wash,3,2.86,UPI,0,In-store
TXN-2025-0538,BILL-1112,19-01-2025,S2,Suburban,C074,Regular,P301,Personal Care,Shampoo 250ml,1,1.2,Cash,0,In-store
TXN-2025-0539,BILL-1112,04-01-2025,S2,Suburban,C053,Regular,P210,Snacks,Nachos,4,2.09,Credit Card,1,In-store
TXN-2025-0540,BILL-1112,28-01-2025,S2,Suburban,C052,Loyal,P102,Beverages,Soda 500ml,5,2.64,Cash,1,In-store
TXN-2025-0541,BILL-1112,21-01-2025,S2,Suburban,C083,Regular,P301,Personal Care,Shampoo 250ml,3,3.66,UPI,0.5,In-store
TXN-2025-0542,BILL-1113,22-01-2025,S2,Suburban,C114,Regular,P301,Personal Care,Shampoo 250ml,3,8.59,Credit Card,0,In-store
TXN-2025-0543,BILL-1113,15-01-2025,S3,Uptown,C032,Regular,P205,Snacks,Potato Chips,1,5.98,Credit Card,1,In-store
TXN-2025-0544,BILL-1113,17-01-2025,S2,Suburban,C136,Loyal,P210,Snacks,Nachos,4,9.08,Cash,0.5,In-store
TXN-2025-0545,BILL-1113,15-01-2025,S1,Downtown,C050,Regular,P101,Beverages,Orange Juice 1L,1,2.75,UPI,0.5,In-store
TXN-2025-0546,BILL-1114,15-01-2025,S3,Uptown,C026,Regular,P501,Snacks,Chocolate Bar,5,3.43,UPI,0,Online
TXN-2025-0547,BILL-1115,11-01-2025,S3,Uptown,C097,Regular,P210,Snacks,Nachos,4,8.85,Cash,0,Online
TXN-2025-0548,BILL-1115,06-01-2025,S1,Downtown,C138,Regular,P210,Snacks,Nachos,1,3.85,Cash,0,In-store
TXN-2025-0549,BILL-1115,10-01-2025,S2,Suburban,C054,Regular,P401,Beverages,Green Tea,5,4.56,Cash,0.5,In-store
TXN-2025-0550,BILL-1115,26-01-2025,S1,Downtown,C030,Regular,P102,Beverages,Soda 500ml,4,6.16,Credit Card,0.5,Online
TXN-2025-0551,BILL-1115,14-01-2025,S1,Downtown,C001,New,P401,Beverages,Green Tea,5,4.77,Credit Card,0.5,Online
TXN-2025-0552,BILL-1115,29-01-2025,S2,Suburban,C001,Loyal,P210,Snacks,Nachos,5,7.85,UPI,0.5,In-store
TXN-2025-0553,BILL-1115,14-01-2025,S3,Uptown,C097,Regular,P101,Beverages,Orange Juice 1L,3,8.94,Cash,1,In-store
TXN-2025-0554,BILL-1115,26-01-2025,S1,Downtown,C017,New,P301,Personal Care,Shampoo 250ml,2,5.5,Cash,0.5,Online
TXN-2025-0555,BILL-1115,07-01-2025,S2,Suburban,C099,New,P501,Snacks,Chocolate Bar,1,8.43,UPI,0,Online
TXN-2025-0556,BILL-1115,02-01-2025,S3,Uptown,C023,Regular,P303,Personal Care,Face Cream,3,6.72,UPI,1,Online
TXN-2025-0557,BILL-1116,30-01-2025,S2,Suburban,C062,New,P302,Personal Care,Body Wash,2,4.42,Credit Card,1,Online
TXN-2025-0558,BILL-1116,31-01-2025,S2,Suburban,C103,Regular,P101,Beverages,Orange Juice 1L,5,1.8,Cash,1,Online
TXN-2025-0559,BILL-1116,05-01-2025,S3,Uptown,C055,Loyal,P501,Snacks,Chocolate Bar,2,8.34,Cash,1,Online
TXN-2025-0560,BILL-1117,23-01-2025,S2,Suburban,C110,New,P210,Snacks,Nachos,1,1.61,Credit Card,0.5,Online
TXN-2025-0561,BILL-1117,23-01-2025,S1,Downtown,C145,New,P205,Snacks,Potato Chips,5,8.77,Credit Card,0,In-store
TXN-2025-0562,BILL-1117,25-01-2025,S3,Uptown,C045,New,P303,Personal Care,Face Cream,5,9.44,UPI,0.5,In-store
TXN-2025-0563,BILL-1117,31-01-2025,S3,Uptown,C074,New,P102,Beverages,Soda 500ml,2,6.73,UPI,1,In-store
TXN-2025-0564,BILL-1117,17-01-2025,S1,Downtown,C099,Loyal,P302,Personal Care,Body Wash,2,5.54,Credit Card,0.5,Online
TXN-2025-0565,BILL-1117,04-01-2025,S1,Downtown,C123,Loyal,P205,Snacks,Potato Chips,4,9.02,UPI,0,Online
TXN-2025-0566,BILL-1117,28-01-2025,S2,Suburban,C053,Loyal,P501,Snacks,Chocolate Bar,2,7.47,Cash,0,Online
TXN-2025-0567,BILL-1117,25-01-2025,S1,Downtown,C135,New,P301,Personal Care,Shampoo 250ml,4,9.59,Credit Card,0.5,Online
TXN-2025-0568,BILL-1118,21-01-2025,S2,Suburban,C127,Loyal,P401,Beverages,Green Tea,2,1.6,UPI,1,In-store
TXN-2025-0569,BILL-1118,11-01-2025,S2,Suburban,C141,Regular,P210,Snacks,Nachos,3,6.11,UPI,0,Online
TXN-2025-0570,BILL-1119,14-01-2025,S3,Uptown,C143,Regular,P101,Beverages,Orange Juice 1L,4,2.52,UPI,0,Online
TXN-2025-0571,BILL-1119,05-01-2025,S3,Uptown,C126,New,P301,Personal Care,Shampoo 250ml,1,6.59,Cash,0,Online
TXN-2025-0572,BILL-1119,13-01-2025,S1,Downtown,C048,Loyal,P205,Snacks,Potato Chips,3,2.83,Credit Card,0,Online
TXN-2025-0573,BILL-1119,25-01-2025,S3,Uptown,C037,Loyal,P102,Beverages,Soda 500ml,3,8.67,UPI,1,In-store
TXN-2025-0574,BILL-1119,09-01-2025,S2,Suburban,C037,Regular,P205,Snacks,Potato Chips,5,3.89,UPI,1,Online
TXN-2025-0575,BILL-1119,26-01-2025,S2,Suburban,C106,New,P401,Beverages,Green Tea,3,5.02,Cash,0.5,Online
TXN-2025-0576,BILL-1120,18-01-2025,S1,Downtown,C098,New,P302,Personal Care,Body Wash,5,9.91,Credit Card,0,Online
TXN-2025-0577,BILL-1120,05-01-2025,S1,Downtown,C021,New,P501,Snacks,Chocolate Bar,3,6.23,UPI,0,In-store
TXN-2025-0578,BILL-1121,08-01-2025,S2,Suburban,C033,Regular,P205,Snacks,Potato Chips,1,7.05,UPI,1,In-store
TXN-2025-0579,BILL-1121,04-01-2025,S1,Downtown,C130,Loyal,P101,Beverages,Orange Juice 1L,3,2.08,Cash,0.5,In-store
TXN-2025-0580,BILL-1121,05-01-2025,S1,Downtown,C013,Loyal,P401,Beverages,Green Tea,3,4.71,UPI,0.5,In-store
TXN-2025-0581,BILL-1122,22-01-2025,S3,Uptown,C149,Regular,P205,Snacks,Potato Chips,5,3.69,Cash,0.5,Online
TXN-2025-0582,BILL-1123,24-01-2025,S3,Uptown,C057,New,P210,Snacks,Nachos,1,2.82,Credit Card,0,In-store
TXN-2025-0583,BILL-1124,22-01-2025,S1,Downtown,C006,New,P302,Personal Care,Body Wash,2,1.63,UPI,1,In-store
TXN-2025-0584,BILL-1124,31-01-2025,S2,Suburban,C018,Loyal,P205,Snacks,Potato Chips,1,6.31,Cash,1,Online
